trial,phase_distance,phase_0,phase_1,phase_2,phase_3
125,1.1919842011243846,2.2507908835271524e-06,0.43250168651535414,0.6811040915713927,0.9540923861693795
126,2.4037218324522533,2.2507883846461094e-06,0.6255889607910281,0.3154218391800238,0.4811623569786039
127,2.572564639072507,2.2507896340869776e-06,0.9372727267052989,0.4612246222479497,0.30796055667244837
128,1.9201613509136974,2.2507908835271524e-06,0.6974299748163765,0.6200299004253003,0.23352726732314746
129,2.134928897605778,2.2507908835271524e-06,0.06360140973714358,0.6263632950738719,0.054838284555691494
130,2.724162430372944,2.2507896340869776e-06,0.09804401916688991,0.8855241129792373,0.9141260324964327
131,1.94578219636854,2.2507908835271524e-06,0.2298599612112412,0.48563406471105824,0.21187812404466067
132,1.4276356396380916,2.2507908835271524e-06,0.5931441860715649,0.6340314600970538,0.17004870049455045
133,2.9525963027604005,2.2507908835271524e-06,0.23723619865632875,0.8003541978572756,0.5405813666418253
134,1.907555528213939,2.2507908835271524e-06,0.562663441067949,0.850139257369037,0.0896146525980976
135,1.5021266142077536,2.2507908835271524e-06,0.7571112854905935,0.47121955620934863,0.058687680956288894
136,1.9264238338962103,2.2507908835271524e-06,0.4998719264485201,0.5459254982514228,0.4014145602372228
137,2.9433914657185203,2.2507883846461094e-06,0.13710782623940115,0.7680342086248826,0.6539771998684033
138,1.7872783936961258,2.2507908835271524e-06,0.5864739955274932,0.43328314135336343,0.30973739423743457
139,2.0874473819839627,2.2507908835271524e-06,0.5109744334507091,0.6398944484369418,0.40143308051005683
140,2.1811951862239702,2.2507921329666335e-06,0.38836853089219847,0.9147050592315913,0.8772545576935005
141,2.968103113438157,2.2507908835271524e-06,0.8101826836395714,0.9812065394222356,0.7432195110835811
142,3.016834197261799,2.2507908835271524e-06,0.03791434793616489,0.17451506540143574,0.7305053892182689
143,2.3818926018797777,2.2507921329666335e-06,0.44909936758103225,0.9090167370687723,0.758758368228095
144,2.6508585833160545,2.2507896340869776e-06,0.04528444553035842,0.5738817295702191,0.3239151213338727
145,1.8863086131235538,2.2507908835271524e-06,0.4544924348666597,0.5914898935942798,0.6519646244190012
146,2.0789876241000673,2.2507883846461094e-06,0.4472699296318092,0.41941497049760207,0.5308761756048819
147,2.968447348763785,2.2507908835271524e-06,0.06919607621152851,0.24246239692640922,0.6754389851407585
148,2.2147821173056332,2.2507908835271524e-06,0.5931654243062487,0.6334816482571878,0.5481563341720794
149,1.2046007342536826,2.2507908835271524e-06,0.39063740604890684,0.6119553404003837,0.8822999545127348
150,2.5264664878752923,2.2507908835271524e-06,0.3051478688201664,0.7863534104729932,0.7007228679395491
151,2.270756291305392,2.2507908835271524e-06,0.22517566427632602,0.6344722607516448,0.7361969651934526
152,2.80620229909567,2.2507908835271524e-06,0.9380630584666799,0.01327217849426161,0.9718210068936344
153,3.1093355677435133,2.2507908835271524e-06,0.15323344524657867,0.013914117841470302,0.7070541395046162
154,1.850987712633364,2.2507896340869776e-06,0.5451226678600392,0.47362698430081496,0.635392878232878
155,2.204118579055734,2.2507908835271524e-06,0.2440580873467815,0.28213866565189677,0.18316676893726253
156,2.572808233258254,2.2507908835271524e-06,0.4767932264609524,0.8206395287658694,0.4178269827268498
157,1.9892029841639924,2.2507896340869776e-06,0.5052328079402578,0.962350252391697,0.9828887754394322
158,1.8436112641918068,2.2507883846461094e-06,0.4204852749157673,0.35750921542150715,0.2824550289451836
159,2.5341921409861445,2.2507908835271524e-06,0.5128480130990778,0.11642920004908228,0.6732668975844347
160,1.5717345095716986,2.2507883846461094e-06,0.25411950665836486,0.556384472985958,0.897861406946974
161,3.4505778358418926,2.2507908835271524e-06,0.9610498103997356,0.02923407751164704,0.49737119585551126
162,2.2112780810017405,2.2507908835271524e-06,0.7371585149259675,0.16205750284110537,0.9944582090903488
163,3.135563832307271,2.2507908835271524e-06,0.9845177646176041,0.9895573591566921,0.2376945818756486
164,1.7377906497810531,2.2507908835271524e-06,0.6981892588324257,0.7107276029557272,0.06162670799504059
165,2.76075043487876,2.2507908835271524e-06,0.35122673594691994,0.8292069289420051,0.5609792517124621
166,2.8144065167575163,2.2507896340869776e-06,0.03945030478417391,0.4951859311388186,0.521899453167666
167,2.920887977345831,2.2507908835271524e-06,0.017821714686732538,0.6730909649516748,0.6181912117480048
168,2.6760783022036096,2.2507896340869776e-06,0.15061668594910907,0.9853187950683192,0.003917777524937494
169,2.8238118871267353,2.2507908835271524e-06,0.9834606173998445,0.030475800483949735,0.9767744804505921
170,2.9106868758912077,2.2507896340869776e-06,0.8805705888677077,0.8293733674479602,0.7458087725837642
171,2.561225463332286,2.2507908835271524e-06,0.6643042902104694,0.17168803883799416,0.30189263026561475
